"","title","authors","abstract","categories","submitted","id","doi"
"49","Quantum key distribution based on Greenberger-Horne-Zeilinger state","Guihua Zeng","  An unsymmetrical quantum key distribution scheme is proposed, its security is
guaranteed by the correlation of the Greenberger-Horne-Zeilinger triplet state.
In the proposed protocol, the distribution of quantum states are unsymmetrical.
This unsymmetrical characteristic makes the transmission qubits (except the
loss qubits) be useful. Sequentially the proposed protocol has excellent
efficiency and security which are very useful in the practical application.
","quant-ph","2000-01-13 11:56:13","quant-ph/0001044v1",""
"50","Quantum key distribution relied on trusted information center","Guihua Zeng|Zhongyang Wang|Xinmei Wang","  Quantum correlation between two particles and among three particles show
nonclassic properties that can be used for providing secure transmission of
information. In this paper, we propose two quantum key distribution schemes for
quantum cryptographic network, which use the correlation properties of two and
three particles. One is implemented by the Greenberger-Horne-Zeilinger state,
and another is implemented by the Bell states. These schemes need a trusted
information center like that in the classic cryptography. The optimal
efficiency of the proposed protocols are higher than that in the previous
schemes.
","quant-ph","2000-01-13 11:59:53","quant-ph/0001045v1",""
"51","Quantum authentication protocol","Guihua Zeng|Guangcan Guo","  In this letter, we proposed a quantum authentication protocol. The
authentication process is implemented by the symmetric cryptographic scheme
with quantum effects.
","quant-ph","2000-01-13 12:17:03","quant-ph/0001046v1",""
"52","Quantum Diffusions and Appell Systems","Demosthenes Ellinas","  Within the algebraic framework of Hopf algebras, random walks and associated
diffusion equations (master equations) are constructed and studied for two
basic operator algebras of Quantum Mechanics i.e the Heisenberg-Weyl algebra
(hw) and its q-deformed version hw_q. This is done by means of functionals
determined by the associated coherent state density operators. The ensuing
master equations admit solutions given by hw and hw_q-valued Appell systems.
","quant-ph|math-ph|math.MP","2000-01-13 12:21:34","quant-ph/0001047v1","10.1016/S0377-0427(00)00652-X"
"53","Brownian motion on a smash line","Demosthenes Ellinas|Ioannis Tsohantjis","  Brownian motion on a smash line algebra (a smash or braided version of the
algebra resulting by tensoring the real line and the generalized paragrassmann
line algebras), is constructed by means of its Hopf algebraic structure.
Further, statistical moments, non stationary generalizations and its diffusion
limit are also studied. The ensuing diffusion equation posseses triangular
matrix realizations.
","quant-ph|math-ph|math.MP","2000-01-13 12:29:30","quant-ph/0001048v1","10.2991/jnmp.2001.8.Supplement.18"
"54","A Generalized Jaynes-Cummings Hamiltonian and Supersymmetric
  Shape-Invariance","A. N. F. Aleixo|A. B. Balantekin|M. A. Candido Ribeiro","  A class of shape-invariant bound-state problems which represent two-level
systems are introduced. It is shown that the coupled-channel Hamiltonians
obtained correspond to the generalization of the Jaynes-Cummings Hamiltonian.
","quant-ph|math-ph|math.MP|nucl-th|physics.atom-ph","2000-01-13 13:17:33","quant-ph/0001049v1","10.1088/0305-4470/33/16/309"
"55","Quantum nonlinear lattices and coherent state vectors","Demosthenes Ellinas|Magnus Johansson|Peter L Christiansen","  Quantized nonlinear lattice models are considered for two different classes,
boson and fermionic ones. The quantum discrete nonlinear Schroedinger model
(DNLS) is our main objective, but its so called modified discrete nonlinear
(MDNLS) version is also included, together with the fermionic polaron (FP)
model. Based on the respective dynamical symmetries of the models, a method is
put forward which by use of the associated boson and spin coherent state
vectors (CSV) and a factorization ansatz for the solution of the Schroedinger
equation, leads to quasiclassical Hamiltonian equations of motion for the CSV
parameters. Analysing the geometrical content of the factorization ansatz made
for the state vectors invokes the study of the Riemannian and symplectic
geometry of the CSV manifolds as generalized phase spaces. Next, we investigate
analytically and numerically the behavior of mean values and uncertainties of
some physically interesting observables as well as the modifications in the
quantum regime of processes such as the discrete self trapping (DST), in terms
of the Q-function and the distribution of excitation quanta of the lattice
sites. Quantum DST in the symmetric ordering of lattice operators is found to
be relatively enhanced with respect to the classical DST. Finally, the meaning
of the factorization ansatz for the lattice wave function is explained in terms
of disregarded quantum correlations, and as a quantitative figure of merit for
that ansatz a correlation index is introduced.
","quant-ph|nlin.SI","2000-01-13 16:56:15","quant-ph/0001050v1",""
"56","Spin dynamics of wave packets evolving with the Dirac Hamiltonian in
  atoms with high Z","R. Arvieu|P. Rozmej|M. Turek","  The motion of circular WP for one electron in central Coulomb field with high
Z is calculated. The WP is defined in terms of solutions of the Dirac equation
in order to take into account all possible relevant effects in particular the
spin-orbit potential. A time scale is defined within which spin dynamics must
be taken into account mainly in the atoms with high Z. Within this time scale
there exists a mechanism of collapses and revivals of the spin already shown by
the authors for harmonic oscillator potential and called the 'spin-orbit
pendulum'. However this effect has not the exact periodicity of the simpler
model, but the WP's spatial motion is nevertheless quite similar.
","quant-ph","2000-01-14 16:26:33","quant-ph/0001051v2","10.1103/PhysRevA.62.022514"
"57","Canonical Quantum Teleportation","Sixia Yu|Chang-Pu Sun","  Canonically conjugated observables such as position-momentum and phase-number
are found to play a 3-fold role in the drama of the quantum teleportation.
Firstly, the common eigenstate of two commuting canonical observables like
phase-difference and number-sum provides the quantum channel between two
systems. Secondly, a similar pair of canonical observables from another two
systems is measured in the Bell operator measurements.
","quant-ph","2000-01-14 23:12:13","quant-ph/0001052v1","10.1103/PhysRevA.61.022310"
"58","Positive Maps Which Are Not Completely Positive","Sixia Yu","  The concept of the {\em half density matrix} is proposed. It unifies the
quantum states which are described by density matrices and physical processes
which are described by completely positive maps. With the help of the
half-density-matrix representation of Hermitian linear map, we show that every
positive map which is not completely positive is a {\em difference} of two
completely positive maps. A necessary and sufficient condition for a positive
map which is not completely positive is also presented, which is illustrated by
some examples.
","quant-ph","2000-01-14 23:16:47","quant-ph/0001053v1","10.1103/PhysRevA.62.024302"
"59","An Approach to Measurement by Quantum-Stochastic-Parameter Averaged
  Bohmian Mechanics","Jose Ignacio Usera","  A coarse-grained quantum operator technique is used along with the formalism
of Bohmian mechanics endowed with stochastic character at the quantum level in
order to address some central issues in the quantum theory of measurement. A
surprisingly simple picture of decoherence and EPR correlations emerges from
its use.
","quant-ph","2000-01-14 23:32:52","quant-ph/0001054v3",""
"60","Comment on ""Giant absorption cross section of ultracold neutrons in
  Gadolinium""","J. Felber|R. Gaehler|R. Golub","  Rauch et al (PRL 83, 4955, 1999) have compared their measurements of the Gd
cross section for Ultra-cold neutrons with an exptrapolation of the cross
section for thermal neutrons and interpreted the discrepancy in terms of
coherence properties of the neutron. We show the extrapolation used is based on
a misunderstanding and that coherence properties play no role in absorption.
","quant-ph","2000-01-15 12:18:12","quant-ph/0001055v1","10.1103/PhysRevLett.85.5667"
